View Detail,View Photos,Map,Federal Fiscal Year,Region,State Code,NEP Name,Project Name,Project Description,Habitat Description,Habitat Type,Acres,Miles,Feet,Restoration Technique,Donated Land,Data Unavailable,EPA Section 320,Total Project Cost,Project Benefits,Activity Name,Lead Implementer,Partners,Latitude,Longitude,Main Funding Source,Site Owner,Last Updated Date,NEP Comments,HQ Comments,HQ Status,Region Status,Total Cost,Author,Submitter Email,HMPU habitat 1,HMPU habitat 2,Count
19012,19012,"<a href=""http://google.com/maps/place/27.6903+-82.4461/@27.6903,-82.446115z  target=""_blank"">Google Map</a>",2018,Region 4,FL,Tampa Bay Estuary Program,Redus Preserve,Redus Preserve removal of invasive vegetation on 22 acres located in Hillsborough County. The Redus Preserve parcel is roughly an additional 40 acres in the Little Manatee River watershed.  Invasive plants were removed/controlled to provide habitat for native plants and wildlife.  Project benefits include water quality improvements and protect/provide for increases habitat for other wildlife. This effort supports the Tampa Bay Estuary Program (TBEP) Comprehensive Conservation Management Plan (CCMP) Action; Bay Habitats (BH)-1.,The Redus Preserve parcel is roughly an additional 40 acres in the Little Manatee River watershed.,Forest/Woodland,22.0,0.0,,Invasives Control/Removal - Vegetation,,,0,16288,Improve or protect water quality:Protect/improve/provide habitat for other wildlife,Restoration,Hillsborough County,,27.6903,-82.4461,Hillsborough County Board of County Commissioners,Hillsborough County,21-SEP-18 08.45.00.000000000 AM -04:00,,,APPROVED,APPROVED,,XMCLADAS,misty@tbep.org,Uplands (Non-coastal),,134
18962,18962,"<a href=""http://google.com/maps/place/27.6493+-82.5387/@27.6493,-82.538715z  target=""_blank"">Google Map</a>",2018,Region 4,FL,Tampa Bay Estuary Program,Safety Harbor Coastal Restoration,"Safety Harbor coastal estuarine shoreline restoration of 1.82 acres located in the City of Safety Harbor. Students from Lakewood High School, Dowdell Middle School, Canterbury School of Florida and Channelside Academy of Math and Science as well as some community volunteers planted plugs of Spartina alterniflora and Paspalum vaginatum on the landward edge of the marsh.  Estuarine intertidal marsh protected from the Bay by mangroves and wetland plants. Small seagrass beds and thick mats of Spartina alterniflora (from previous TBW wetland plant restoration efforts) occupy the landward side of the mangrove-settled shoreline.  Project benefits are water quality improvements, increase habitat for fish/shellfish and birds.",Estuarine intertidal marsh protected from the Bay by mangroves and wetland plants. Small seagrass beds and thick mats of Spartina alterniflora (from previous TBW wetland plant restoration efforts) occupy the landward side of the mangrove-settled shoreline.,Estuarine Shoreline,1.8,0.0,,Planting,,Y,0,,Improve or protect water quality:Protect/improve/provide habitat for birds:Protect/improve/provide habitat for fish/shellfish,Restoration,"Tampa Bay Watch, Inc.",,27.6493,-82.5387,Duke Energy,City of Safety Harbor,21-SEP-18 08.42.00.000000000 AM -04:00,,,APPROVED,APPROVED,,XMCLADAS,misty@tbep.org,Intertidal Estuarine (Other),,8
18961,18961,"<a href=""http://google.com/maps/place/27.64932+-82.53874/@27.64932,-82.5387415z  target=""_blank"">Google Map</a>",2018,Region 4,FL,Tampa Bay Estuary Program,Rock Ponds Ecosystem Restoration,Rock Ponds Ecosystem Restoration tidal wetland habitat enhancement of .34 acres in Southern Hillsborough County. Paspalum vaginatum is utilized for shoreline stabilization and habitat enhancement at the project location.  The benefits of this project include erosion control and improve water quality.  This effort supports the Tampa Bay Estuary Program (TBEP) Comprehensive Conservation Management Plan (CCMP) Action; Bay Habitats (BH)-1.,Intertidal wetland habitat in Southern Hillsborough County,Estuarine Shoreline,0.3,0.0,,Shoreline Stabilization/Enhancement,,,0,30000,Erosion control:Improve or protect water quality,Restoration,"Tampa Bay Watch, Inc.",,27.6493,-82.5387,"Scott’s Miracle-Gro, North American Partnership for Environmental Community Action, Community Foundation of Tampa Bay",Hillsborough County Parks and Conservation and Southwest Florida Water Management District-Surface Improvement and Water,21-SEP-18 08.35.00.000000000 AM -04:00,,,APPROVED,APPROVED,,XMCLADAS,misty@tbep.org,Intertidal Estuarine (Other),Living Shorelines,6
19009,19009,"<a href=""http://google.com/maps/place/27.9819+-82.5667/@27.9819,-82.566715z  target=""_blank"">Google Map</a>",2018,Region 4,FL,Tampa Bay Estuary Program,Pam Callahan Nature Preserve,"Pam Callahan Nature Preserve removal of invasive vegetation located on 22 acres in Hillsborough County.  This is a local park in Riverview, Florida containing several important habitats within roughly 150 acres. Invasive plants were removed/controlled to provide habitat for native plants and wildlife. This project effort support the Tampa Bay Estuary Program (TBEP) Comprehensive Conservation Management Plan (CCMP) Action; Bay Habitats (BH)-1.","Local park in Riverview, Florida containing several important habitats within roughly 150 acres.",Forest/Woodland,22.0,0.0,,Invasives Control/Removal - Vegetation,,,0,12998,Improve or protect water quality:Protect or preserve open space:Protect/improve/provide habitat for other wildlife,Restoration,Hillsborough  County,,27.9819,-82.5667,Hillsborough County Board of County Commissioners,Hillsborough County,20-SEP-18 05.34.00.000000000 PM -04:00,,,APPROVED,APPROVED,,XMCLADAS,misty@tbep.org,Uplands (Non-coastal),,134
19002,19002,"<a href=""http://google.com/maps/place/28.1414+-82.3842/@28.1414,-82.384215z  target=""_blank"">Google Map</a>",2018,Region 4,FL,Tampa Bay Estuary Program,Cypress Creek Nature Preserve,"Cypress Creek Nature Preserve effort to restore 11 acres of flatwoods’ biodiversity and reduce the high fuel loads through mechanical thinning with use of mulching head mower equipment. Use of roller chopping to mechanically remove vegetation.  The 2500-acre Cypress Creek Nature Preserve is part of a vast wildlife corridor which extends into Pasco and Polk Counties. Cypress Creek drains into the Hillsborough River and thus provides important water quality benefits to the region. Natural habitats within the preserve include hardwood forests and swamps, pine flatwoods, wet prairies, cypress stands and freshwater marshes.","The 2500-acre Cypress Creek Nature Preserve is part of a vast wildlife corridor which extends into Pasco and Polk Counties. Cypress Creek drains into the Hillsborough River and thus provides important water quality benefits to the region. Natural habitats within the preserve include hardwood forests and swamps, pine flatwoods, wet prairies, cypress stands and freshwater marshes.",Forest/Woodland,11.0,0.0,,Invasives Control/Removal - Vegetation,,,0,4945,Improve or protect water quality:Protect/improve/provide habitat for other wildlife,Restoration,Hillsborough County,,28.1414,-82.3842,Hillsborough County Board of County Commissioners,Hillsborough County,20-SEP-18 01.48.00.000000000 PM -04:00,,,APPROVED,APPROVED,,XMCLADAS,misty@tbep.org,Uplands (Non-coastal),,134
19001,19001,"<a href=""http://google.com/maps/place/27.7232+-82.2945/@27.7232,-82.294515z  target=""_blank"">Google Map</a>",2018,Region 4,FL,Tampa Bay Estuary Program,Balm Scrub Preserve,"Balm Scrub Preserve removal of invasive vegetation on 51 acres in Hillsborough County.  The preserve is also home to more than 800 acres of intact scrub habitat. This rare and declining habitat supports many protected plant and animal species, many of which cannot survive without it. These species include the Florida golden aster, Florida scrub-jays, indigo snakes, and gopher tortoises. Invasive plants were removed/controlled to provide habitat for native plants and wildlife. This project effort support the Tampa Bay Estuary Program (TBEP) Comprehensive Conservation Management Plan (CCMP) Action; Bay Habitats (BH)-1.","The preserve is also home to more than 800 acres of intact scrub habitat. This rare and declining habitat supports many protected plant and animal species, many of which cannot survive without it. These species include the Florida golden aster, Florida scrub-jays, indigo snakes, and gopher tortoises.",Agriculture/Ranch Land,51.0,0.0,,Invasives Control/Removal - Vegetation,,,0,94100,Improve or protect water quality:Protect/improve/provide habitat for other wildlife,Restoration,Hillsborough County,,27.7232,-82.2945,Florida Fish and Wildlife Commission,Hillsborough County,20-SEP-18 01.43.00.000000000 PM -04:00,,,APPROVED,APPROVED,,XMCLADAS,misty@tbep.org,Uplands (Non-coastal),,5
19000,19000,"<a href=""http://google.com/maps/place/27.8795+-82.1707/@27.8795,-82.170715z  target=""_blank"">Google Map</a>",2018,Region 4,FL,Tampa Bay Estuary Program,Bahia Beach Nature Preserve,Bahia Beach Nature Preserve removal of 60 acres of invasive vegetation in Hillsborough County. The restoration area consists of new wetlands created for the purposes of enhancing wildlife and marine habitat and improving water quality discharging into the bay.  Invasive plants were removed/controlled to provide habitat for native plants and wildlife. This project effort support the Tampa Bay Estuary Program (TBEP) Comprehensive Conservation Management Plan (CCMP) Action; Bay Habitats (BH)-1.,The restoration area consists of new wetlands created for the purposes of enhancing wildlife and marine habitat and improving water quality discharging into the bay.,Forest/Woodland,60.0,0.0,,Invasives Control/Removal - Vegetation,,,0,15870,Improve or protect water quality:Protect/improve/provide habitat for other wildlife,Restoration,Hillsborough County,,27.8795,-82.1707,Hillsborough County Board of County Commissioners,Hillsborough County,20-SEP-18 01.39.00.000000000 PM -04:00,,,APPROVED,APPROVED,,XMCLADAS,misty@tbep.org,Uplands (Non-coastal),,134
18999,18999,"<a href=""http://google.com/maps/place/27.82508+-82.13392/@27.82508,-82.1339215z  target=""_blank"">Google Map</a>",2018,Region 4,FL,Tampa Bay Estuary Program,Alafia River Corridor Preserve,"Alafia River Corridor Preserve removal of invasive vegetation.  The Alafia River Corridor Preserve is a 4,700 acre area of protected lands in Hillsborough County, Florida. Invasive plants were removed/controlled on 444 acres to provide increased habitat for native plants and wildlife.  This project effort support the Tampa Bay Estuary Program (TBEP) Comprehensive Conservation Management Plan (CCMP) Action; Bay Habitats (BH)-1.","Alafia River Corridor Preserve is a 4,700 acre area of protected lands in Hillsborough County, Florida.",Forest/Woodland,444.0,0.0,,Invasives Control/Removal - Vegetation,,,0,20000,Improve or protect water quality:Protect/improve/provide habitat for other wildlife,Restoration,Hillsborough County,,27.8251,-82.1339,Hillsborough County Board of County Commissioners,Hillsborough County,20-SEP-18 01.32.00.000000000 PM -04:00,,,APPROVED,APPROVED,,XMCLADAS,misty@tbep.org,Uplands (Non-coastal),,134
19117,19117,"<a href=""http://google.com/maps/place/28.1168+-82.6691/@28.1168,-82.669115z  target=""_blank"">Google Map</a>",2018,Region 4,FL,Tampa Bay Estuary Program,Brooker Creek Preserve Flatwoods Restoration,"Brooker Creek Preserve, a 265 acres flatwoods restoration project in Pinellas County.  Project effort to restore the flatwoods’ biodiversity and reduce the high fuel loads through mechanical thinning with use of mulching head mower equipment.  This will also allow these areas to be burned under safer conditions and put on a regular burn regime to maintain the plant biodiversity which will also provide good habitat for resident wildlife.  Project benefits include improve water quality and protection/increase of habitats for other wildlife.",flatwoods in Brooker Creek Preserve,Forest/Woodland,265.0,0.0,,Other,,,0,314025,Improve or protect water quality:Protect/improve/provide habitat for other wildlife,Restoration,Pinellas County,,28.1168,-82.6691,Pinellas County operating budget,Pinellas County,20-SEP-18 01.29.00.000000000 PM -04:00,,,APPROVED,APPROVED,,XMCLADAS,misty@tbep.org,Uplands (Non-coastal),,18
18956,18956,"<a href=""http://google.com/maps/place/27.89278+-82.53311/@27.89278,-82.5331115z  target=""_blank"">Google Map</a>",2018,Region 4,FL,Tampa Bay Estuary Program,Invasive Plant Removal at Gandy Boat Ramp,Invasive Plant Removal at Gandy Boat Ramp.  A public boat ramp area consisting of estuarine shoreline and invasive plants. Removal of approximately 1 acre of invasive plant Invasive Plant Removal at Gandy Boat Ramp.  A public boat ramp area consisting of estuarine shoreline and invasive plants. Removal of approximately 1 acre of invasive plant species from the shorelines (Brazilian Pepper species from the shorelines (Brazilian Pepper and Lead Trees) in Hillsborough County and the City of Tampa.  Project benefits to improve water quality and provide protection and increase habitat for fish/shellfish. This project effort support the Tampa Bay Estuary Program (TBEP) Comprehensive Conservation Management Plan (CCMP) Action; Bay Habitats.,A public boat ramp area consisting of estuarine shoreline and invasive plants.,Estuarine Shoreline,1.0,0.0,,Invasives Control/Removal - Vegetation,,,0,5000,Improve or protect water quality:Protect/improve/provide habitat for fish/shellfish,Restoration,Keep Tampa Bay Beautiful,,27.8928,-82.5331,Keep Tampa Bay Beautiful,Hillsborough County and City of Tampa,20-SEP-18 01.10.00.000000000 PM -04:00,,,APPROVED,APPROVED,,XMCLADAS,misty@tbep.org,Intertidal Estuarine (Other),,4
19114,19114,"<a href=""http://google.com/maps/place/28.1297+-82.1578/@28.1297,-82.157815z  target=""_blank"">Google Map</a>",2018,Region 4,FL,Tampa Bay Estuary Program,Blackwater Creek Preserve,"Blackwater Creek Preserve removal of invasive vegetation located in Hillsborough County.  A 1,993 acre preserve in Plant City predominately pine flatwoods, palmetto prairie and riverine swamp with scattered areas of oak hammock, cypress swamp, freshwater marsh and wet prairie. Invasive plants were removed/controlled from 54 acres to provide habitat for native plants and wildlife.  This project effort support the Tampa Bay Estuary Program (TBEP) Comprehensive Conservation Management Plan (CCMP) Action; Bay Habitats (BH)-1.","A 1,993 acre preserve in Plant City predominately pine flatwoods, palmetto prairie and riverine swamp with scattered areas of oak hammock, cypress swamp, freshwater marsh and wet prairie.",Forest/Woodland,54.0,0.0,,Invasives Control/Removal - Vegetation,,,0,3968,Improve or protect water quality:Protect/improve/provide habitat for other wildlife,Restoration,Hillsborough County,,28.1297,-82.1578,Florida Fish and Wildlife Conservation Commission,Hillsborough County,20-SEP-18 12.59.00.000000000 PM -04:00,,,APPROVED,APPROVED,,XMCLADAS,misty@tbep.org,Uplands (Non-coastal),,134
19159,19159,"<a href=""http://google.com/maps/place/27.9756+-82.7232/@27.9756,-82.723215z  target=""_blank"">Google Map</a>",2018,Region 4,FL,Tampa Bay Estuary Program,Give A Day for the Bay at Moccasin Lake Nature Park,Give A Day for the Bay event to remove/control invasive vegetation at Moccasin Lake Nature Park located in the City of Clearwater. Moccasin Lake Environmental Education Center is a 51-acre gem in the middle of Clearwater featuring trails and boardwalks surrounded by nature and wildlife.  Nearly 20 volunteers worked to remove 20 large contractor garbage bags of invasive Casear Weed from 2 acres at the park.  Benefits of this project include water quality improvements and provide for increase bird and other wildlife habitats. This project effort support the Tampa Bay Estuary Program (TBEP) Comprehensive Conservation Management Plan (CCMP) Action; Bay Habitats (BH)-1.,Moccasin Lake Environmental Education Center is a 51-acre gem in the middle of Clearwater featuring trails and boardwalks surrounded by nature and wildlife.,Forest/Woodland,2.0,0.0,,Invasives Control/Removal - Vegetation,,,0,250,Improve or protect water quality:Protect/improve/provide habitat for birds:Protect/improve/provide habitat for other wildlife,Restoration,Tampa Bay Estuary Program,,27.9756,-82.7232,Tampa Bay Estuary Program,City of Clearwater,20-SEP-18 12.10.00.000000000 PM -04:00,,,APPROVED,APPROVED,,XMCLADAS,misty@tbep.org,Uplands (Non-coastal),,134
19157,19157,"<a href=""http://google.com/maps/place/28.1318+-82.6587/@28.1318,-82.658715z  target=""_blank"">Google Map</a>",2018,Region 4,FL,Tampa Bay Estuary Program,Give A Day for the Bay at Brooker Creek Preserve,"Give A Day for the Bay event at Brooker Creek Preserve located in Pinellas County.  Brooker Creek Preserve is approximately 8,700 acres, and the largest natural area in Pinellas County. It consists primarily of forested wetlands and pine flatwoods.  Fifty two volunteers cleared 24,000 pounds of grapevines and collected 280 pounds of trash from 2 acres within the Preserve to control/remove invasive vegetation to improve water quality and protect/provide increase habitat for birds and other wildlife.  This project effort support the Tampa Bay Estuary Program (TBEP) Comprehensive Conservation Management Plan (CCMP) Action; Bay Habitats (BH)-1.","Brooker Creek Preserve is approximately 8,700 acres, and the largest natural area in Pinellas County. It consists primarily of forested wetlands and pine flatwoods.",Forest/Woodland,2.0,0.0,,Invasives Control/Removal - Vegetation,,,0,353,Improve or protect water quality:Protect/improve/provide habitat for birds:Protect/improve/provide habitat for other wildlife,Restoration,Tampa Bay Estuary Program,,28.1318,-82.6587,Tampa Bay Estuary Program,Pinellas County,20-SEP-18 12.03.00.000000000 PM -04:00,,,APPROVED,APPROVED,,XMCLADAS,misty@tbep.org,Uplands (Non-coastal),,134
19156,19156,"<a href=""http://google.com/maps/place/27.7285+-82.6522/@27.7285,-82.652215z  target=""_blank"">Google Map</a>",2018,Region 4,FL,Tampa Bay Estuary Program,Give A Day for the Bay at Boyd Hill Nature Park,"This project is a Give A Day for the Bay at Boyd Hill Nature Park event located in the City of St. Petersburg. A 245-acre award-winning park with 6 miles of trails & boardwalks.  Unique ecosystems include hardwood hammocks, sand pine scrub, pine flatwoods, willow marsh, swamp woodlands, and lake shore.  Fifty-six volunteers cleared out 40 cubic yards of invasive vines on 3 acres at the Park. .  This effort supports the Tampa Bay Estuary Program (TBEP) Comprehensive Conservation Management Plan (CCMP) Action; Bay Habitats (BH)-1.","This project is a Give A Day for the Bay at Boyd Hill Nature Park event. A 245-acre award-winning park with 6 miles of trails & boardwalks.  Unique ecosystems include hardwood hammocks, sand pine scrub, pine flatwoods, willow marsh, swamp woodlands, and lake shore.  Fifty-six volunteers cleared out 40 cubic yards of invasive vines on 3 acres at the Park.",Forest/Woodland,3.0,0.0,,Invasives Control/Removal - Vegetation,,,500,500,Improve or protect water quality:Protect/improve/provide habitat for other wildlife,Restoration,Tampa Bay Estuary Program,,27.7285,-82.6522,Tampa Bay Estuary Program,City of St. Petersburg,20-SEP-18 11.45.00.000000000 AM -04:00,,,APPROVED,APPROVED,,XMCLADAS,misty@tbep.org,Uplands (Non-coastal),,134
18950,18950,"<a href=""http://google.com/maps/place/27.94916+-82.42231/@27.94916,-82.4223115z  target=""_blank"">Google Map</a>",2018,Region 4,FL,Tampa Bay Estuary Program,Invasive Plant and Litter Removal at McKay Bay Nature Park,"Invasive plant and litter removal of 38 acres of mangrove shoreline and mud flats at McKay Bay Nature Park located in Hillsborough County.  Eradicate invasive plant species, remove litter and debris from McKay Bay Nature Park and Preserve. Plant mangroves along shoreline to prevent erosion. Approximately 1,091 volunteers worked to remove 47 tires, 50,320 pounds of trash and debris (including 27,680 pounds of invasive plants) and planted 50 mangroves.  This project effort support the Tampa Bay Estuary Program (TBEP) Comprehensive Conservation Management Plan (CCMP) Action; Bay Habitats (BH)-1.",Mangrove shoreline and mud flats,Estuarine Shoreline,38.0,0.0,,Invasives Control/Removal - Vegetation,,,0,76570,Improve or protect water quality:Protect/improve/provide habitat for fish/shellfish,Restoration,Keep Tampa Bay Beautiful,,27.9492,-82.4223,"Keep Tampa Bay Beautiful, various grants",City of Tampa and Hillsborough County,20-SEP-18 11.54.00.000000000 AM -04:00,,,APPROVED,APPROVED,,XMCLADAS,misty@tbep.org,Intertidal Estuarine (Other),,4
18968,18968,"<a href=""http://google.com/maps/place/28.0001+-82.6154/@28.0001,-82.615415z  target=""_blank"">Google Map</a>",2018,Region 4,FL,Tampa Bay Estuary Program,Bower Tract Non-native plant removal and control,"The 167 acre Bower Tract Non-native plant removal and control project in Hillsborough County is intended to remove and control non-native and nuisance plants using a variety of methods. The project area includes coastal uplands, mangroves, intact and ditched, mangrove and upland islands, salt barrens and fresh water wetlands. There were 10 large ear pod trees on the eastern berm of Channel A that were cut down and all biomass removed from the site. Stumps were treated with herbicide to prevent re-sprouting. A skid steer with a forestry mulcher was used to clear non-native vegetation on the western Channel A berm and on the firelanes in the uplands. Areas were then treated with herbicide.","The project area includes coastal uplands, mangroves, intact and ditched, mangrove and upland islands, salt barrens and fresh water wetlands. The site is bisected by Channel A which includes the manmade channel berms. These habitats are primarily in a healthy condition with scattered non-native vegetation occurring throughout the site.",Forest/Woodland,187.0,0.0,,Invasives Control/Removal - Vegetation,,,0,317541,Improve or protect water quality:Protect/improve/provide habitat for birds:Protect/improve/provide habitat for other wildlife,Restoration,Southwest Florida Water Management District,,28.0001,-82.6154,Southwest Florida Water Management District,Hillsborough County,20-SEP-18 10.32.00.000000000 AM -04:00,,,APPROVED,APPROVED,,XMCLADAS,misty@tbep.org,Uplands (Non-coastal),,134
18965,18965,"<a href=""http://google.com/maps/place/27.831+-82.471/@27.831,-82.47115z  target=""_blank"">Google Map</a>",2018,Region 4,FL,Tampa Bay Estuary Program,MacDill Air Force Base Supplemental Mitigation Oyster Dome Field,"MacDill Air Force Base Supplemental Mitigation Oyster Dome Field Artificial Reefs (.09 acres; 490 linear feet of oyster domes along shoreline) project.  The goal of Tampa Bay Watch’s Community Oyster Reef Enhancement Program is to increase the oyster population in Tampa Bay and at the same time, provide habitats for small organisms, prevent erosion, improve water quality and improve fish and wildlife habitats.  This project effort support the Tampa Bay Estuary Program (TBEP) Comprehensive Conservation Management Plan (CCMP) Action; Bay Habitats (BH)-1.",Artificial Reefs (oyster domes along shoreline),Estuarine Shoreline,0.1,0.0,490.0,Shoreline Stabilization/Enhancement,,Y,0,,Erosion control:Improve or protect water quality,Restoration,"Tampa Bay Watch, Inc.",,27.8310,-82.4710,US Department of Defense,US Department of Defense,20-SEP-18 09.54.00.000000000 AM -04:00,,,APPROVED,APPROVED,,XMCLADAS,misty@tbep.org,Intertidal Estuarine (Other),Living Shorelines,6
18960,18960,"<a href=""http://google.com/maps/place/27.7038+-82.666/@27.7038,-82.66615z  target=""_blank"">Google Map</a>",2018,Region 4,FL,Tampa Bay Estuary Program,Bay Vista Waterfront Park,Bay Vista Waterfront Park intertidal wetland habitat enhancement project near the mouth of Tampa Bay; City of St. Petersburg.   This project consist of planting .05 acres of Saltmarsh (Spartina alterniflora) and Paspalum vaginatum is utilized for shoreline stabilization and habitat enhancement at the project location.  This project effort support the Tampa Bay Estuary Program (TBEP) Comprehensive Conservation Management Plan (CCMP) Action; Bay Habitats (BH)-1.,Intertidal wetland habitat near the mouth of Tampa Bay,Estuarine Shoreline,0.1,0.0,,Shoreline Stabilization/Enhancement,,,0,5000,Erosion control:Improve or protect water quality,Restoration,"Tampa Bay Watch, Inc.",,27.7038,-82.6660,"Scott’s Miracle-Gro, North American Partnership for Community Action",City of St. Petersburg,20-SEP-18 09.48.00.000000000 AM -04:00,,,APPROVED,APPROVED,,XMCLADAS,misty@tbep.org,Intertidal Estuarine (Other),Living Shorelines,6
18959,18959,"<a href=""http://google.com/maps/place/27.7732+-82.4077/@27.7732,-82.407715z  target=""_blank"">Google Map</a>",2018,Region 4,FL,Tampa Bay Estuary Program,Apollo Beach Coastal Restoration,"Apollo Beach coastal restoration/enhancement of 4000 linear feet of tidal wetland planting with sandy substrate and a sparse population of upper-wetland plants located in Hillsborough County.  Students from East Bay High School and Lennard High School, along with community volunteers from the Master Naturalist program planted plugs of Paspalum vaginatum on the sandy bank in an attempt to create habitat and stabilize the shoreline. This project effort support the Tampa Bay Estuary Program (TBEP) Comprehensive Conservation Management Plan (CCMP) Action; Bay Habitats (BH)-1.",Supratidal bank with sandy substrate and a sparse population of upper-wetland plants. Eight breakwaters located directly offshore with developing oyster reefs.,Salt Marsh,0.0,,4000.0,Planting,,Y,0,,Erosion control:Improve or protect water quality,Restoration,Tampa Bay Watch,,27.7732,-82.4077,Scott’s Miracle-Gro Company,Hillsborough County Parks & Recreation,20-SEP-18 09.12.00.000000000 AM -04:00,,,APPROVED,APPROVED,,XMCLADAS,misty@tbep.org,Low-Salinity Salt Marsh,,12
18964,18964,"<a href=""http://google.com/maps/place/27.868+-82.425/@27.868,-82.42515z  target=""_blank"">Google Map</a>",2018,Region 4,FL,Tampa Bay Estuary Program,Fantasy Island Community Creation and Shoreline,"Fantasy Island Community creation and shoreline of artificial reefs; oyster domes and oyster shell bar placed along .21 acres of shoreline. The goal of Tampa Bay Watch’s Community Oyster Reef Enhancement Program is to increase the oyster population in Tampa Bay and at the same time, provide habitats for small organisms, prevent erosion, improve water quality and improve fish and wildlife habitats. This project effort support the Tampa Bay Estuary Program (TBEP) Comprehensive Conservation Management Plan (CCMP) Action; Bay Habitats (BH)-1.",Artificial Reefs (oyster domes and oyster shell bar placed along shoreline).,Shell Bottom,0.2,0.0,,Reef Construction - Natural Materials,,Y,0,,Erosion control:Improve or protect water quality,Restoration,"Tampa Bay Watch, Inc.",,27.8680,-82.4250,Tampa Bay Environmental Restoration Fund,Port Tampa Bay,20-SEP-18 09.01.00.000000000 AM -04:00,,,APPROVED,APPROVED,,XMCLADAS,misty@tbep.org,Oyster Bars,,10
19013,19013,"<a href=""http://google.com/maps/place/28.0237+-82.6007/@28.0237,-82.600715z  target=""_blank"">Google Map</a>",2018,Region 4,FL,Tampa Bay Estuary Program,Town and Country Preserve,"This Town and Country preserve is home to pine flatwoods, freshwater marshes, and hardwood swamps.  Mechanical enhancement/reduction of 12 acres of hardwoods; trees, shrubs and plants to encourage native species growth.  Project benefit to protect/improve water quality and to provide habitat for other wildlife.  This effort supports the Tampa Bay Estuary Program (TBEP) Comprehensive Conservation Management Plan (CCMP) Action; Bay Habitats (BH)-1.","This preserve is home to pine flatwoods, freshwater marshes, and hardwood swamps.",Forest/Woodland,12.0,0.0,,Other,,,0,8945,Improve or protect water quality:Protect/improve/provide habitat for other wildlife,Restoration,Hillsborough County,,28.0237,-82.6007,Hillsborough County Board of County Commissioners,Hillsborough County,20-SEP-18 08.54.00.000000000 AM -04:00,,,APPROVED,APPROVED,,XMCLADAS,misty@tbep.org,Uplands (Non-coastal),,18
19008,19008,"<a href=""http://google.com/maps/place/27.9512+-82.4128/@27.9512,-82.412815z  target=""_blank"">Google Map</a>",2018,Region 4,FL,Tampa Bay Estuary Program,McKay Bay Greenway,"The complete McKay Bay Park and Greenway located in Hillsborough County encompass about 200 acres.  However, this project only encompasses 26 acres of forested/woodland enhancements; removal of invasive vegetation.  Invasive plants were removed/controlled to provide habitat for native plants and wildlife.  This effort supports the Tampa Bay Estuary Program (TBEP) Comprehensive Conservation Management Plan (CCMP) Action; Bay Habitats (BH)-1.",The complete McKay Bay Park and Greenway encompass about 200 acres.,Forest/Woodland,26.0,0.0,,Invasives Control/Removal - Vegetation,,,0,18800,Improve or protect water quality:Protect/improve/provide habitat for other wildlife,Restoration,Hillsborough County,,27.9512,-82.4128,Hillsborough County Board of County Commissioners,Hillsborough County,20-SEP-18 08.46.00.000000000 AM -04:00,,,APPROVED,APPROVED,,XMCLADAS,misty@tbep.org,Uplands (Non-coastal),,134
18974,18974,"<a href=""http://google.com/maps/place/28.0084+-82.68009/@28.0084,-82.6800915z  target=""_blank"">Google Map</a>",2018,Region 4,FL,Tampa Bay Estuary Program,Philippe Park Exotic Treatment,The Philippe Park exotic treatment of 16 acres of unmowed natural areas in the park located in Pinellas County.  Removal of invasive vegetation.  Invasive plants were removed/controlled to provide habitat for native plants and wildlife. Project benefits include water quality improvements as well as protection/improvement for increased habitat for other wildlife.  The site is under maintenance control.  This effort supports the Tampa Bay Estuary Program (TBEP) Comprehensive Conservation Management Plan (CCMP) Action; Bay Habitats (BH)-1.,Unmowed natural areas in Philippe Park,Forest/Woodland,16.0,0.0,,Invasives Control/Removal - Vegetation,,,0,9200,Improve or protect water quality:Protect/improve/provide habitat for other wildlife,Restoration,Pinellas County,,28.0084,-82.6801,Pinellas County Operating Budget,Pinellas County,20-SEP-18 08.38.00.000000000 AM -04:00,,,APPROVED,APPROVED,,XMCLADAS,misty@tbep.org,Uplands (Non-coastal),,134
18972,18972,"<a href=""http://google.com/maps/place/27.848+-82.608/@27.848,-82.60815z  target=""_blank"">Google Map</a>",2018,Region 4,FL,Tampa Bay Estuary Program,Weedon Island Preserve Exotic Vegetation Maintenance,Exotic vegetation maintenance control/removal of vegetation; consisting of herbicide spraying of exotic vegetation throughout 300 acres of Weedon Island Preserve. All Florida Exotic Pest Plant Council Category I and II exotic vegetation was targeted.  Project benefits include water quality improvements and provide for protection and increased of wildlife.  Pinellas County (Parks) is the lead implementer.,vegetated uplands and mosquito ditches,Forest/Woodland,228.0,0.0,,Invasives Control/Removal - Vegetation,,,0,1000,Improve or protect water quality:Protect/improve/provide habitat for other wildlife,Restoration,Pinellas County Parks and Conservation Resources,,27.8480,-82.6080,Pinellas County General Operating Budget,Florida Internal Improvement Trust Fund and Pinellas County,17-SEP-18 10.43.00.000000000 AM -04:00,,,APPROVED,APPROVED,,XMCLADAS,misty@tbep.org,Uplands (Non-coastal),,134
